captured_utc,date,player,market,pinn_line,fair_over,fair_under
2026-08-25T18:25:17+00:00,2026-08-25,paige bueckers,reb,4.5,2.5043,1.6648
2026-08-25T18:25:17+00:00,2026-08-25,paige bueckers,pr,25.0,,
2026-08-25T18:25:17+00:00,2026-08-25,paige bueckers,pa,27.0,,
2026-08-25T18:25:17+00:00,2026-08-25,paige bueckers,ra,11.0,,
2026-08-25T18:25:17+00:00,2026-08-25,paige bueckers,pra,31.5,,
2026-08-25T18:25:17+00:00,2026-08-25,dewanna bonner,pts,10.5,1.9112,2.0974
2026-08-25T18:25:17+00:00,2026-08-25,dewanna bonner,reb,6.5,1.8861,2.1286
2026-08-25T18:25:17+00:00,2026-08-25,dewanna bonner,pr,17.0,,
2026-08-25T18:25:17+00:00,2026-08-25,kahleah copper,pts,20.5,2.068,1.9363
2026-08-25T18:25:17+00:00,2026-08-25,jessica shepard,ast,4.5,1.7335,2.3633
2026-08-25T18:25:17+00:00,2026-08-25,jessica shepard,pts,15.5,1.9448,2.0584
2026-08-25T18:25:17+00:00,2026-08-25,jessica shepard,reb,10.5,1.976,2.0246
2026-08-25T18:25:17+00:00,2026-08-25,jessica shepard,pr,26.0,,
2026-08-25T18:25:17+00:00,2026-08-25,jessica shepard,pa,20.0,,
2026-08-25T18:25:17+00:00,2026-08-25,jessica shepard,ra,15.0,,
2026-08-25T18:25:17+00:00,2026-08-25,jessica shepard,pra,30.5,,
2026-08-25T18:25:17+00:00,2026-08-25,kelsey plum,pts,14.5,1.8846,2.1304
2026-08-25T18:25:17+00:00,2026-08-25,megan dileo,pts,14.5,2.068,1.9363
2026-08-25T18:25:17+00:00,2026-08-25,natasha cloud,pts,12.5,2.0885,1.9187
2026-08-25T18:25:17+00:00,2026-08-25,natasha cloud,ast,5.5,1.9448,2.0584
2026-08-25T18:25:17+00:00,2026-08-25,natasha cloud,pa,18.0,,
2026-08-25T18:25:17+00:00,2026-08-25,natasha mack,reb,7.5,2.3412,1.7456
2026-08-25T18:25:17+00:00,2026-08-25,azura stevens,pts,10.5,2.1792,1.848
2026-08-25T18:25:17+00:00,2026-08-25,azura stevens,reb,7.5,2.3412,1.7456
2026-08-25T18:25:17+00:00,2026-08-25,azura stevens,pr,18.0,,
2026-08-25T18:25:17+00:00,2026-08-25,bridget carleton,pts,15.5,1.9262,2.0797
2026-08-25T18:25:17+00:00,2026-08-25,sydney taylor,pts,12.5,1.9112,2.0974
2026-08-25T18:35:24+00:00,2026-08-25,alanna smith,reb,5.5,2.0709,1.9338
2026-08-25T18:35:24+00:00,2026-08-25,alanna smith,pts,9.5,2.0413,1.9603
2026-08-25T18:35:24+00:00,2026-08-25,alanna smith,pr,15.0,,
2026-08-25T18:35:24+00:00,2026-08-25,natasha mack,reb,7.5,2.3633,1.7335
2026-08-25T18:35:24+00:00,2026-08-25,azura stevens,pts,10.5,2.1792,1.848
2026-08-25T18:35:24+00:00,2026-08-25,azura stevens,reb,7.5,2.3412,1.7456
2026-08-25T18:35:24+00:00,2026-08-25,azura stevens,pr,18.0,,
2026-08-25T18:35:24+00:00,2026-08-25,shakira austin,pts,17.5,1.9839,2.0163
2026-08-25T18:35:24+00:00,2026-08-25,shakira austin,reb,9.5,1.7691,2.3002
2026-08-25T18:35:24+00:00,2026-08-25,shakira austin,pr,27.0,,
2026-08-25T18:35:24+00:00,2026-08-25,kamilla cardoso,pts,16.5,2.1194,1.8934
2026-08-25T18:35:24+00:00,2026-08-25,kamilla cardoso,reb,9.5,1.9112,2.0974
2026-08-25T18:35:24+00:00,2026-08-25,kamilla cardoso,pr,26.0,,
2026-08-25T18:35:24+00:00,2026-08-25,carla leite,ast,6.5,1.6997,2.4293
2026-08-25T18:35:24+00:00,2026-08-25,carla leite,pts,16.5,1.9681,2.0329
2026-08-25T18:35:24+00:00,2026-08-25,carla leite,pa,23.0,,
2026-08-25T18:35:24+00:00,2026-08-25,alyssa thomas,ast,7.5,2.0584,1.9448
2026-08-25T18:35:24+00:00,2026-08-25,alyssa thomas,pts,13.5,2.0082,1.9918
2026-08-25T18:35:24+00:00,2026-08-25,alyssa thomas,reb,8.5,2.1641,1.8591
2026-08-25T18:35:24+00:00,2026-08-25,alyssa thomas,pr,22.0,,
2026-08-25T18:35:24+00:00,2026-08-25,alyssa thomas,pa,21.0,,
2026-08-25T18:35:24+00:00,2026-08-25,alyssa thomas,ra,16.0,,
2026-08-25T18:35:24+00:00,2026-08-25,alyssa thomas,pra,29.5,,
2026-08-25T18:35:24+00:00,2026-08-25,courtney vandersloot,ast,4.5,1.7562,2.3223
2026-08-25T18:35:24+00:00,2026-08-25,courtney vandersloot,pts,8.5,1.8861,2.1286
2026-08-25T18:35:24+00:00,2026-08-25,courtney vandersloot,pa,13.0,,
2026-08-25T18:35:24+00:00,2026-08-25,kiki iriafen,reb,9.5,2.0413,1.9603
2026-08-25T18:35:24+00:00,2026-08-25,kiki iriafen,pts,14.5,2.0,2.0
2026-08-25T18:35:24+00:00,2026-08-25,kiki iriafen,pr,24.0,,
2026-08-25T18:35:24+00:00,2026-08-25,jessica shepard,ast,4.5,1.7335,2.3633
2026-08-25T18:35:24+00:00,2026-08-25,jessica shepard,pts,15.5,1.9448,2.0584
2026-08-25T18:35:24+00:00,2026-08-25,jessica shepard,reb,10.5,1.976,2.0246
2026-08-25T18:35:24+00:00,2026-08-25,jessica shepard,pr,26.0,,
2026-08-25T18:35:24+00:00,2026-08-25,jessica shepard,pa,20.0,,
2026-08-25T18:35:24+00:00,2026-08-25,jessica shepard,ra,15.0,,
2026-08-25T18:35:24+00:00,2026-08-25,jessica shepard,pra,30.5,,
2026-08-25T18:35:24+00:00,2026-08-25,megan dileo,pts,14.5,2.068,1.9363
2026-08-25T18:35:24+00:00,2026-08-25,sydney taylor,pts,12.5,1.9112,2.0974
2026-08-25T18:35:24+00:00,2026-08-25,paige bueckers,pts,20.5,1.9262,2.0797
2026-08-25T18:35:24+00:00,2026-08-25,paige bueckers,reb,4.5,2.5043,1.6648
2026-08-25T18:35:24+00:00,2026-08-25,paige bueckers,ast,6.5,2.3002,1.7691
2026-08-25T18:35:24+00:00,2026-08-25,paige bueckers,pr,25.0,,
2026-08-25T18:35:24+00:00,2026-08-25,paige bueckers,pa,27.0,,
2026-08-25T18:35:24+00:00,2026-08-25,paige bueckers,ra,11.0,,
2026-08-25T18:35:24+00:00,2026-08-25,paige bueckers,pra,31.5,,
2026-08-25T18:35:24+00:00,2026-08-25,dewanna bonner,pts,10.5,1.9112,2.0974
2026-08-25T18:35:24+00:00,2026-08-25,dewanna bonner,reb,6.5,1.8861,2.1286
2026-08-25T18:35:24+00:00,2026-08-25,dewanna bonner,pr,17.0,,
2026-08-25T18:35:24+00:00,2026-08-25,bridget carleton,pts,15.5,1.9262,2.0797
2026-08-25T18:35:24+00:00,2026-08-25,natasha cloud,pts,12.5,2.0885,1.9187
2026-08-25T18:35:24+00:00,2026-08-25,natasha cloud,ast,5.5,1.9448,2.0584
2026-08-25T18:35:24+00:00,2026-08-25,natasha cloud,pa,18.0,,
2026-08-25T18:35:24+00:00,2026-08-25,arike ogunbowale,pts,17.5,2.0334,1.9677
2026-08-25T18:35:24+00:00,2026-08-25,arike ogunbowale,ast,3.5,2.1012,1.9081
2026-08-25T18:35:24+00:00,2026-08-25,arike ogunbowale,pa,21.0,,
2026-08-25T18:35:24+00:00,2026-08-25,emily engstler,pts,9.5,2.0082,1.9918
2026-08-25T18:35:24+00:00,2026-08-25,emily engstler,reb,5.5,1.9919,2.0081
2026-08-25T18:35:24+00:00,2026-08-25,emily engstler,pr,15.0,,
2026-08-25T18:35:24+00:00,2026-08-25,sonia citron,ast,4.5,1.7386,2.3538
2026-08-25T18:35:24+00:00,2026-08-25,sonia citron,pts,16.5,1.8788,2.1379
2026-08-25T18:35:24+00:00,2026-08-25,sonia citron,pa,21.0,,
2026-08-25T18:35:24+00:00,2026-08-25,kahleah copper,pts,20.5,2.068,1.9363
2026-08-25T18:45:37+00:00,2026-08-25,courtney vandersloot,ast,4.5,1.7562,2.3223
2026-08-25T18:45:37+00:00,2026-08-25,courtney vandersloot,pts,8.5,1.8861,2.1286
2026-08-25T18:45:37+00:00,2026-08-25,courtney vandersloot,pa,13.0,,
2026-08-25T18:45:37+00:00,2026-08-25,natasha cloud,ast,5.5,1.9448,2.0584
2026-08-25T18:45:37+00:00,2026-08-25,natasha cloud,pts,12.5,2.0885,1.9187
2026-08-25T18:45:37+00:00,2026-08-25,natasha cloud,pa,18.0,,
2026-08-25T18:45:37+00:00,2026-08-25,sydney taylor,pts,12.5,1.9112,2.0974
2026-08-25T18:45:37+00:00,2026-08-25,azura stevens,pts,10.5,2.1792,1.848
2026-08-25T18:45:37+00:00,2026-08-25,azura stevens,reb,7.5,2.3412,1.7456
2026-08-25T18:45:37+00:00,2026-08-25,azura stevens,pr,18.0,,
2026-08-25T18:45:37+00:00,2026-08-25,alyssa thomas,ast,7.5,2.0584,1.9448
2026-08-25T18:45:37+00:00,2026-08-25,alyssa thomas,pts,13.5,1.9603,2.0413
2026-08-25T18:45:37+00:00,2026-08-25,alyssa thomas,reb,8.5,2.1641,1.8591
2026-08-25T18:45:37+00:00,2026-08-25,alyssa thomas,pr,22.0,,
2026-08-25T18:45:37+00:00,2026-08-25,alyssa thomas,pa,21.0,,
2026-08-25T18:45:37+00:00,2026-08-25,alyssa thomas,ra,16.0,,
2026-08-25T18:45:37+00:00,2026-08-25,alyssa thomas,pra,29.5,,
2026-08-25T18:45:37+00:00,2026-08-25,jessica shepard,reb,10.5,1.976,2.0246
2026-08-25T18:45:37+00:00,2026-08-25,jessica shepard,pts,15.5,2.0246,1.976
2026-08-25T18:45:37+00:00,2026-08-25,jessica shepard,ast,4.5,1.7335,2.3633
2026-08-25T18:45:37+00:00,2026-08-25,jessica shepard,pr,26.0,,
2026-08-25T18:45:37+00:00,2026-08-25,jessica shepard,pa,20.0,,
2026-08-25T18:45:37+00:00,2026-08-25,jessica shepard,ra,15.0,,
2026-08-25T18:45:37+00:00,2026-08-25,jessica shepard,pra,30.5,,
2026-08-25T18:45:37+00:00,2026-08-25,alanna smith,pts,9.5,2.0413,1.9603
2026-08-25T18:45:37+00:00,2026-08-25,alanna smith,reb,5.5,2.0709,1.9338
2026-08-25T18:45:37+00:00,2026-08-25,alanna smith,pr,15.0,,
2026-08-25T18:45:37+00:00,2026-08-25,kamilla cardoso,reb,9.5,1.9112,2.0974
2026-08-25T18:45:37+00:00,2026-08-25,kamilla cardoso,pts,16.5,2.1194,1.8934
2026-08-25T18:45:37+00:00,2026-08-25,kamilla cardoso,pr,26.0,,
2026-08-25T18:45:37+00:00,2026-08-25,shakira austin,reb,9.5,1.7691,2.3002
2026-08-25T18:45:37+00:00,2026-08-25,shakira austin,pts,17.5,1.9839,2.0163
2026-08-25T18:45:37+00:00,2026-08-25,shakira austin,pr,27.0,,
2026-08-25T18:45:37+00:00,2026-08-25,arike ogunbowale,ast,3.5,2.1012,1.9081
2026-08-25T18:45:37+00:00,2026-08-25,arike ogunbowale,pts,17.5,2.0334,1.9677
2026-08-25T18:45:37+00:00,2026-08-25,arike ogunbowale,pa,21.0,,
2026-08-25T18:45:37+00:00,2026-08-25,paige bueckers,pts,20.5,1.9262,2.0797
2026-08-25T18:45:37+00:00,2026-08-25,paige bueckers,reb,4.5,2.5043,1.6648
2026-08-25T18:45:37+00:00,2026-08-25,paige bueckers,ast,6.5,2.3002,1.7691
2026-08-25T18:45:37+00:00,2026-08-25,paige bueckers,pr,25.0,,
2026-08-25T18:45:37+00:00,2026-08-25,paige bueckers,pa,27.0,,
2026-08-25T18:45:37+00:00,2026-08-25,paige bueckers,ra,11.0,,
2026-08-25T18:45:37+00:00,2026-08-25,paige bueckers,pra,31.5,,
2026-08-25T18:45:37+00:00,2026-08-25,kahleah copper,pts,20.5,2.068,1.9363
2026-08-25T18:45:37+00:00,2026-08-25,emily engstler,reb,5.5,1.9919,2.0081
2026-08-25T18:45:37+00:00,2026-08-25,emily engstler,pts,9.5,2.0082,1.9918
2026-08-25T18:45:37+00:00,2026-08-25,emily engstler,pr,15.0,,
2026-08-25T18:45:37+00:00,2026-08-25,natasha mack,reb,7.5,2.3633,1.7335
2026-08-25T18:45:37+00:00,2026-08-25,dewanna bonner,pts,10.5,1.9112,2.0974
2026-08-25T18:45:37+00:00,2026-08-25,dewanna bonner,reb,6.5,1.8861,2.1286
2026-08-25T18:45:37+00:00,2026-08-25,dewanna bonner,pr,17.0,,
2026-08-25T18:45:37+00:00,2026-08-25,kelsey plum,pts,14.5,2.0797,1.9262
2026-08-25T18:45:37+00:00,2026-08-25,carla leite,pts,16.5,1.9681,2.0329
2026-08-25T18:45:37+00:00,2026-08-25,carla leite,ast,6.5,1.6997,2.4293
2026-08-25T18:45:37+00:00,2026-08-25,carla leite,pa,23.0,,
2026-08-25T18:45:37+00:00,2026-08-25,kiki iriafen,reb,9.5,2.0413,1.9603
2026-08-25T18:45:37+00:00,2026-08-25,kiki iriafen,pts,14.5,2.0,2.0
2026-08-25T18:45:37+00:00,2026-08-25,kiki iriafen,pr,24.0,,
2026-08-25T18:45:37+00:00,2026-08-25,sonia citron,pts,16.5,1.8788,2.1379
2026-08-25T18:45:37+00:00,2026-08-25,sonia citron,ast,4.5,1.7386,2.3538
2026-08-25T18:45:37+00:00,2026-08-25,sonia citron,pa,21.0,,
2026-08-25T18:45:37+00:00,2026-08-25,bridget carleton,pts,15.5,1.9262,2.0797
2026-08-25T18:45:37+00:00,2026-08-25,megan dileo,pts,14.5,2.068,1.9363
2026-08-25T18:52:45+00:00,2026-08-25,courtney vandersloot,ast,4.5,1.7562,2.3223
2026-08-25T18:52:45+00:00,2026-08-25,courtney vandersloot,pts,8.5,1.8861,2.1286
2026-08-25T18:52:45+00:00,2026-08-25,courtney vandersloot,pa,13.0,,
2026-08-25T18:52:45+00:00,2026-08-25,natasha cloud,ast,5.5,1.9448,2.0584
2026-08-25T18:52:45+00:00,2026-08-25,natasha cloud,pts,12.5,2.0885,1.9187
2026-08-25T18:52:45+00:00,2026-08-25,natasha cloud,pa,18.0,,
2026-08-25T18:52:45+00:00,2026-08-25,sydney taylor,pts,12.5,1.9112,2.0974
2026-08-25T18:52:45+00:00,2026-08-25,azura stevens,pts,10.5,2.1792,1.848
2026-08-25T18:52:45+00:00,2026-08-25,azura stevens,reb,7.5,2.3412,1.7456
2026-08-25T18:52:45+00:00,2026-08-25,azura stevens,pr,18.0,,
2026-08-25T18:52:45+00:00,2026-08-25,alyssa thomas,ast,7.5,2.0584,1.9448
2026-08-25T18:52:45+00:00,2026-08-25,alyssa thomas,pts,13.5,1.9603,2.0413
2026-08-25T18:52:45+00:00,2026-08-25,alyssa thomas,reb,8.5,2.1641,1.8591
2026-08-25T18:52:45+00:00,2026-08-25,alyssa thomas,pr,22.0,,
2026-08-25T18:52:45+00:00,2026-08-25,alyssa thomas,pa,21.0,,
2026-08-25T18:52:45+00:00,2026-08-25,alyssa thomas,ra,16.0,,
2026-08-25T18:52:45+00:00,2026-08-25,alyssa thomas,pra,29.5,,
2026-08-25T18:52:45+00:00,2026-08-25,jessica shepard,reb,10.5,1.976,2.0246
2026-08-25T18:52:45+00:00,2026-08-25,jessica shepard,pts,15.5,2.0246,1.976
2026-08-25T18:52:45+00:00,2026-08-25,jessica shepard,ast,4.5,1.7335,2.3633
2026-08-25T18:52:45+00:00,2026-08-25,jessica shepard,pr,26.0,,
2026-08-25T18:52:45+00:00,2026-08-25,jessica shepard,pa,20.0,,
2026-08-25T18:52:45+00:00,2026-08-25,jessica shepard,ra,15.0,,
2026-08-25T18:52:45+00:00,2026-08-25,jessica shepard,pra,30.5,,
2026-08-25T18:52:45+00:00,2026-08-25,alanna smith,pts,9.5,2.0413,1.9603
2026-08-25T18:52:45+00:00,2026-08-25,alanna smith,reb,5.5,2.0709,1.9338
2026-08-25T18:52:45+00:00,2026-08-25,alanna smith,pr,15.0,,
2026-08-25T18:52:45+00:00,2026-08-25,kamilla cardoso,reb,9.5,1.9112,2.0974
2026-08-25T18:52:45+00:00,2026-08-25,kamilla cardoso,pts,16.5,2.1194,1.8934
2026-08-25T18:52:45+00:00,2026-08-25,kamilla cardoso,pr,26.0,,
2026-08-25T18:52:45+00:00,2026-08-25,shakira austin,reb,9.5,1.7691,2.3002
2026-08-25T18:52:45+00:00,2026-08-25,shakira austin,pts,17.5,1.9839,2.0163
2026-08-25T18:52:45+00:00,2026-08-25,shakira austin,pr,27.0,,
2026-08-25T18:52:45+00:00,2026-08-25,arike ogunbowale,ast,3.5,2.1012,1.9081
2026-08-25T18:52:45+00:00,2026-08-25,arike ogunbowale,pts,17.5,2.0334,1.9677
2026-08-25T18:52:45+00:00,2026-08-25,arike ogunbowale,pa,21.0,,
2026-08-25T18:52:45+00:00,2026-08-25,paige bueckers,pts,20.5,1.9262,2.0797
2026-08-25T18:52:45+00:00,2026-08-25,paige bueckers,reb,4.5,2.5043,1.6648
2026-08-25T18:52:45+00:00,2026-08-25,paige bueckers,ast,6.5,2.3002,1.7691
2026-08-25T18:52:45+00:00,2026-08-25,paige bueckers,pr,25.0,,
2026-08-25T18:52:45+00:00,2026-08-25,paige bueckers,pa,27.0,,
2026-08-25T18:52:45+00:00,2026-08-25,paige bueckers,ra,11.0,,
2026-08-25T18:52:45+00:00,2026-08-25,paige bueckers,pra,31.5,,
2026-08-25T18:52:45+00:00,2026-08-25,kahleah copper,pts,20.5,2.068,1.9363
2026-08-25T18:52:45+00:00,2026-08-25,emily engstler,reb,5.5,1.9919,2.0081
2026-08-25T18:52:45+00:00,2026-08-25,emily engstler,pts,9.5,2.0082,1.9918
2026-08-25T18:52:45+00:00,2026-08-25,emily engstler,pr,15.0,,
2026-08-25T18:52:45+00:00,2026-08-25,natasha mack,reb,7.5,2.3633,1.7335
2026-08-25T18:52:45+00:00,2026-08-25,dewanna bonner,pts,10.5,1.9112,2.0974
2026-08-25T18:52:45+00:00,2026-08-25,dewanna bonner,reb,6.5,1.8861,2.1286
2026-08-25T18:52:45+00:00,2026-08-25,dewanna bonner,pr,17.0,,
2026-08-25T18:52:45+00:00,2026-08-25,kelsey plum,pts,14.5,2.0797,1.9262
2026-08-25T18:52:45+00:00,2026-08-25,carla leite,pts,16.5,1.9681,2.0329
2026-08-25T18:52:45+00:00,2026-08-25,carla leite,ast,6.5,1.6997,2.4293
2026-08-25T18:52:45+00:00,2026-08-25,carla leite,pa,23.0,,
2026-08-25T18:52:45+00:00,2026-08-25,kiki iriafen,reb,9.5,2.0413,1.9603
2026-08-25T18:52:45+00:00,2026-08-25,kiki iriafen,pts,14.5,2.0,2.0
2026-08-25T18:52:45+00:00,2026-08-25,kiki iriafen,pr,24.0,,
2026-08-25T18:52:45+00:00,2026-08-25,sonia citron,pts,16.5,1.8788,2.1379
2026-08-25T18:52:45+00:00,2026-08-25,sonia citron,ast,4.5,1.7386,2.3538
2026-08-25T18:52:45+00:00,2026-08-25,sonia citron,pa,21.0,,
2026-08-25T18:52:45+00:00,2026-08-25,bridget carleton,pts,15.5,1.9262,2.0797
2026-08-25T18:52:45+00:00,2026-08-25,megan dileo,pts,14.5,2.068,1.9363
2026-08-25T18:57:08+00:00,2026-08-25,kiki iriafen,reb,9.5,2.0413,1.9603
2026-08-25T18:57:08+00:00,2026-08-25,kiki iriafen,pts,14.5,2.0,2.0
2026-08-25T18:57:08+00:00,2026-08-25,kiki iriafen,pr,24.0,,
2026-08-25T18:57:08+00:00,2026-08-25,alyssa thomas,pts,13.5,1.9603,2.0413
2026-08-25T18:57:08+00:00,2026-08-25,alyssa thomas,reb,8.5,2.1641,1.8591
2026-08-25T18:57:08+00:00,2026-08-25,alyssa thomas,ast,7.5,2.0584,1.9448
2026-08-25T18:57:08+00:00,2026-08-25,alyssa thomas,pr,22.0,,
2026-08-25T18:57:08+00:00,2026-08-25,alyssa thomas,pa,21.0,,
2026-08-25T18:57:08+00:00,2026-08-25,alyssa thomas,ra,16.0,,
2026-08-25T18:57:08+00:00,2026-08-25,alyssa thomas,pra,29.5,,
2026-08-25T18:57:08+00:00,2026-08-25,jessica shepard,reb,10.5,1.9112,2.0974
2026-08-25T18:57:08+00:00,2026-08-25,jessica shepard,pts,15.5,2.0246,1.976
2026-08-25T18:57:08+00:00,2026-08-25,jessica shepard,ast,4.5,1.7335,2.3633
2026-08-25T18:57:08+00:00,2026-08-25,jessica shepard,pr,26.0,,
2026-08-25T18:57:08+00:00,2026-08-25,jessica shepard,pa,20.0,,
2026-08-25T18:57:08+00:00,2026-08-25,jessica shepard,ra,15.0,,
2026-08-25T18:57:08+00:00,2026-08-25,jessica shepard,pra,30.5,,
2026-08-25T18:57:08+00:00,2026-08-25,natasha cloud,ast,5.5,1.9448,2.0584
2026-08-25T18:57:08+00:00,2026-08-25,natasha cloud,pts,12.5,2.0885,1.9187
2026-08-25T18:57:08+00:00,2026-08-25,natasha cloud,pa,18.0,,
2026-08-25T18:57:08+00:00,2026-08-25,carla leite,pts,16.5,1.9681,2.0329
2026-08-25T18:57:08+00:00,2026-08-25,carla leite,ast,6.5,1.6997,2.4293
2026-08-25T18:57:08+00:00,2026-08-25,carla leite,pa,23.0,,
2026-08-25T18:57:08+00:00,2026-08-25,emily engstler,pts,9.5,2.0082,1.9918
2026-08-25T18:57:08+00:00,2026-08-25,emily engstler,reb,5.5,1.9919,2.0081
2026-08-25T18:57:08+00:00,2026-08-25,emily engstler,pr,15.0,,
2026-08-25T18:57:08+00:00,2026-08-25,courtney vandersloot,pts,8.5,1.8861,2.1286
2026-08-25T18:57:08+00:00,2026-08-25,courtney vandersloot,ast,4.5,1.7562,2.3223
2026-08-25T18:57:08+00:00,2026-08-25,courtney vandersloot,pa,13.0,,
2026-08-25T18:57:08+00:00,2026-08-25,alanna smith,pts,9.5,2.0413,1.9603
2026-08-25T18:57:08+00:00,2026-08-25,alanna smith,reb,5.5,2.0709,1.9338
2026-08-25T18:57:08+00:00,2026-08-25,alanna smith,pr,15.0,,
2026-08-25T18:57:08+00:00,2026-08-25,azura stevens,pts,10.5,2.1792,1.848
2026-08-25T18:57:08+00:00,2026-08-25,azura stevens,reb,7.5,2.3412,1.7456
2026-08-25T18:57:08+00:00,2026-08-25,azura stevens,pr,18.0,,
2026-08-25T18:57:08+00:00,2026-08-25,dewanna bonner,reb,6.5,1.8861,2.1286
2026-08-25T18:57:08+00:00,2026-08-25,dewanna bonner,pts,10.5,2.0974,1.9112
2026-08-25T18:57:08+00:00,2026-08-25,dewanna bonner,pr,17.0,,
2026-08-25T18:57:08+00:00,2026-08-25,kahleah copper,pts,20.5,2.0163,1.9839
2026-08-25T18:57:08+00:00,2026-08-25,shakira austin,pts,17.5,1.9839,2.0163
2026-08-25T18:57:08+00:00,2026-08-25,shakira austin,reb,9.5,1.7691,2.3002
2026-08-25T18:57:08+00:00,2026-08-25,shakira austin,pr,27.0,,
2026-08-25T18:57:08+00:00,2026-08-25,megan dileo,pts,14.5,2.068,1.9363
2026-08-25T18:57:08+00:00,2026-08-25,sonia citron,pts,16.5,1.8788,2.1379
2026-08-25T18:57:08+00:00,2026-08-25,sonia citron,ast,4.5,1.7386,2.3538
2026-08-25T18:57:08+00:00,2026-08-25,sonia citron,pa,21.0,,
2026-08-25T18:57:08+00:00,2026-08-25,bridget carleton,pts,15.5,1.9262,2.0797
2026-08-25T18:57:08+00:00,2026-08-25,paige bueckers,ast,6.5,2.3002,1.7691
2026-08-25T18:57:08+00:00,2026-08-25,paige bueckers,reb,4.5,2.5043,1.6648
2026-08-25T18:57:08+00:00,2026-08-25,paige bueckers,pts,20.5,1.9262,2.0797
2026-08-25T18:57:08+00:00,2026-08-25,paige bueckers,pr,25.0,,
2026-08-25T18:57:08+00:00,2026-08-25,paige bueckers,pa,27.0,,
2026-08-25T18:57:08+00:00,2026-08-25,paige bueckers,ra,11.0,,
2026-08-25T18:57:08+00:00,2026-08-25,paige bueckers,pra,31.5,,
2026-08-25T18:57:08+00:00,2026-08-25,arike ogunbowale,pts,17.5,2.0334,1.9677
2026-08-25T18:57:08+00:00,2026-08-25,arike ogunbowale,ast,3.5,2.1012,1.9081
2026-08-25T18:57:08+00:00,2026-08-25,arike ogunbowale,pa,21.0,,
2026-08-25T18:57:08+00:00,2026-08-25,natasha mack,reb,7.5,2.3633,1.7335
2026-08-25T18:57:08+00:00,2026-08-25,sydney taylor,pts,12.5,1.9112,2.0974
2026-08-25T18:57:08+00:00,2026-08-25,kamilla cardoso,pts,16.5,2.1194,1.8934
2026-08-25T18:57:08+00:00,2026-08-25,kamilla cardoso,reb,9.5,1.9112,2.0974
2026-08-25T18:57:08+00:00,2026-08-25,kamilla cardoso,pr,26.0,,
2026-08-25T18:57:08+00:00,2026-08-25,kelsey plum,pts,14.5,2.0797,1.9262
2026-08-25T19:07:15+00:00,2026-08-25,kiki iriafen,reb,9.5,2.0413,1.9603
2026-08-25T19:07:15+00:00,2026-08-25,kiki iriafen,pts,14.5,2.0,2.0
2026-08-25T19:07:15+00:00,2026-08-25,kiki iriafen,pr,24.0,,
2026-08-25T19:07:15+00:00,2026-08-25,alyssa thomas,pts,13.5,1.9603,2.0413
2026-08-25T19:07:15+00:00,2026-08-25,alyssa thomas,reb,8.5,2.1641,1.8591
2026-08-25T19:07:15+00:00,2026-08-25,alyssa thomas,ast,7.5,2.0584,1.9448
2026-08-25T19:07:15+00:00,2026-08-25,alyssa thomas,pr,22.0,,
2026-08-25T19:07:15+00:00,2026-08-25,alyssa thomas,pa,21.0,,
2026-08-25T19:07:15+00:00,2026-08-25,alyssa thomas,ra,16.0,,
2026-08-25T19:07:15+00:00,2026-08-25,alyssa thomas,pra,29.5,,
2026-08-25T19:07:15+00:00,2026-08-25,jessica shepard,reb,10.5,1.9112,2.0974
2026-08-25T19:07:15+00:00,2026-08-25,jessica shepard,pts,15.5,2.0246,1.976
2026-08-25T19:07:15+00:00,2026-08-25,jessica shepard,ast,4.5,1.7335,2.3633
2026-08-25T19:07:15+00:00,2026-08-25,jessica shepard,pr,26.0,,
2026-08-25T19:07:15+00:00,2026-08-25,jessica shepard,pa,20.0,,
2026-08-25T19:07:15+00:00,2026-08-25,jessica shepard,ra,15.0,,
2026-08-25T19:07:15+00:00,2026-08-25,jessica shepard,pra,30.5,,
2026-08-25T19:07:15+00:00,2026-08-25,natasha cloud,ast,5.5,1.9448,2.0584
2026-08-25T19:07:15+00:00,2026-08-25,natasha cloud,pts,12.5,2.0885,1.9187
2026-08-25T19:07:15+00:00,2026-08-25,natasha cloud,pa,18.0,,
2026-08-25T19:07:15+00:00,2026-08-25,carla leite,pts,16.5,1.9681,2.0329
2026-08-25T19:07:15+00:00,2026-08-25,carla leite,ast,6.5,1.6997,2.4293
2026-08-25T19:07:15+00:00,2026-08-25,carla leite,pa,23.0,,
2026-08-25T19:07:15+00:00,2026-08-25,emily engstler,pts,9.5,2.0082,1.9918
2026-08-25T19:07:15+00:00,2026-08-25,emily engstler,reb,5.5,1.9919,2.0081
2026-08-25T19:07:15+00:00,2026-08-25,emily engstler,pr,15.0,,
2026-08-25T19:07:15+00:00,2026-08-25,courtney vandersloot,pts,8.5,1.8861,2.1286
2026-08-25T19:07:15+00:00,2026-08-25,courtney vandersloot,ast,4.5,1.7562,2.3223
2026-08-25T19:07:15+00:00,2026-08-25,courtney vandersloot,pa,13.0,,
2026-08-25T19:07:15+00:00,2026-08-25,alanna smith,pts,9.5,2.0413,1.9603
2026-08-25T19:07:15+00:00,2026-08-25,alanna smith,reb,5.5,2.0709,1.9338
2026-08-25T19:07:15+00:00,2026-08-25,alanna smith,pr,15.0,,
2026-08-25T19:07:15+00:00,2026-08-25,azura stevens,pts,10.5,2.1792,1.848
